"Geneid" "Length"
"Mdfi" 3092
"Gm25201" 170
"n-R5s28" 119
"Foxp4" 4926
"Gm15556" 663
"Gm5228" 357
"Gm14871" 194
"1700122O11Rik" 771
"1700067P10Rik" 794
"9830107B12Rik" 3639
"A530064D06Rik" 1913
"Trem1" 2996
"Trem3" 994
"Treml4" 1997
"Treml2" 4509
"B430306N03Rik" 6937
"Trem2" 4946
"Treml1" 1402
"Nfya" 7315
"Oard1" 1336
"Apobec2" 1218
"Tspo2" 3176
"Unc5cl" 3224
"Gm24071" 132
"Gm23642" 258
"Gm45330" 1575
"Lrfn2" 3202
"Gm44304" 145
"1700008K24Rik" 950
"Gm22978" 160
"Gm20540" 799
"Mocs1" 3110
"Daam2" 9769
"Kif6" 6015
"Gm16555" 1199
"Gm16554" 460
"Rftn1" 4504
"Gm37173" 1017
"AY702103" 5876
"Dazl" 2942
"Plcl2" 4050
"Gm7334" 1356
"Tbc1d5" 13334
"Gm25177" 117
"Satb1" 19027
"E430014B02Rik" 3156
"C230085N15Rik" 4327
"Gm36931" 4801
"5830444F18Rik" 1992
"Gm37248" 3174
"Gm6934" 1905
"Gm37593" 3254
"Gm37266" 2287
"Gm37176" 4051
"Gm19585" 784
"Gm27217" 882
"Kcnh8" 4557
"Efhb" 2661
"Rab5a" 2357
"Pp2d1" 2476
"Kat2b" 4867
"Gm6919" 483
"Sgo1" 3810
"Gm31532" 767
"Rab5a-ps" 653
"4932415M13Rik" 3496
"Mark1-ps3" 694
"Ckb-ps2" 1001
"Mark1-ps2" 384
"Hcfc1r1-ps2" 339
"Sult1c2-ps2" 276
"Sult1c2" 1846
"Mrps36-ps1" 306
"Sult1c2-ps1" 164
"Hcfc1r1-ps1" 346
"Mark4-ps" 384
"Ckb-ps1" 1127
"Mark1-ps1" 717
"Sult1c1" 1556
"Gm5684" 961
"Gm37966" 326
"Slc5a7" 5176
"1700025K24Rik" 740
"Trp53-ps" 141
"Gm26291" 137
"Gm17377" 207
"St6gal2" 7375
"Gm26547" 1508
"Vmn2r118" 2562
"Pot1b" 3499
"Gm22654" 105
"Adgre4" 3491
"Gm18417" 648
"Zfp119a" 2018
"Zfp959" 2448
"Rpl21-ps6" 468
"Zfp119b" 2166
"Ebi3" 1170
"Gm16712" 1960
"Ccdc94" 1311
"Shd" 2565
"Fsd1" 1748
"Stap2" 1491
"Mpnd" 2305
"Gm16276" 262
"Sh3gl1" 2072
"Chaf1a" 3308
"Ubxn6" 5685
"Hdgfl2" 4876
"Plin4" 5777
"Plin5" 2087
"Lrg1" 1351
"Sema6b" 3977
"Tnfaip8l1" 2379
"Gm44397" 113
"Mydgf" 2222
"Dpp9" 5822
"Mir7b" 111
"Fem1a" 6816
"Ticam1" 2992
"Plin3" 2159
"Arrdc5" 1054
"Uhrf1" 4259
"Kdm4b" 4895
"Ptprs" 14990
"Mir6977" 64
"Znrf4" 1236
"Gm20219" 1269
"Safb2" 8165
"Safb" 7268
"2410015M20Rik" 755
"Rpl36" 404
"Lonp1" 2963
"Catsperd" 2565
"Ranbp3" 2511
"Vmac" 2276
"Ndufa11" 2661
"Nrtn" 1023
"Dus3l" 2303
"Prr22" 1959
"Rfx2" 3353
"Acsbg2" 2609
"1700061G19Rik" 2906
"Mllt1" 3608
"Acer1" 2429
"Clpp" 1207
"Alkbh7" 1029
"Pspn" 474
"Gtf2f1" 1717
"Gm17949" 1179
"Khsrp" 3990
"Slc25a41" 1331
"Gm17168" 345
"Slc25a23" 5294
"Crb3" 1564
"Dennd1c" 2520
"Tubb4a" 2228
"Gm11110" 1013
"Tnfsf9" 1230
"Cd70" 842
"Tnfsf14" 1859
"C3" 5143
"Mir6978" 57
"Gpr108" 2095
"Trip10" 3180
"Vav1" 3688
"Adgre1" 3245
"Vmn2r120" 2571
"Gm21834" 453
"Gm25102" 112
"Cntnap5c" 3931
"Rpl7a-ps5" 807
"Gm5815" 1185
"Pdzph1" 4434
"Nudt12os" 1557
"Nudt12" 4401
"Gm23769" 121
"Gm23203" 107
"Gm29051" 369
"Gm23447" 163
"Gm23773" 296
"Obox6-ps1" 1042
"Gm4518" 718
"Gm27023" 285
"Gm25800" 134
"Efna5" 4032
"Fbxl17" 5526
"Gm25348" 111
"Gm24730" 117
"4930405O22Rik" 1012
"Gm17228" 491
"Gm24813" 84
"A930002H24Rik" 492
"Fer" 3473
"Pja2" 4740
"Gm24194" 90
"Mir6420" 102
"AU016765" 1185
"Man2a1" 7223
"Gm17133" 289
"4930583I09Rik" 630
"Gm25344" 132
"Tmem232" 2673
"Gm25731" 125
"Vapa" 1640
"Txndc2" 1899
"Rab31" 3476
"Ppp4r1" 5449
"Ralbp1" 4335
"Twsg1" 4046
"Ankrd12" 11508
"Ndufv2" 1990
"Gm23264" 107
"Washc1" 2986
"Ddx11" 6627
"Mtcl1" 9268
"Gm4705" 354
"Rab12" 3021
"Themis3" 1797
"Ptprm" 8828
"AC139750.2" 386
"AC139750.1" 1300
"AC163731.1" 3118
"Mir5709" 89
"Gm22277" 277
"Lrrc30" 1759
"Lama1" 9518
"Arhgap28" 5377
"Gm17097" 714
"L3mbtl4" 3515
"Gm15974" 531
"Tmem200c" 3213
"Epb41l3" 11919
"2410021H03Rik" 764
"Zbtb14" 4231
"A930029G22Rik" 1710
"C030034I22Rik" 4231
"Akain1" 2296
"Gm22967" 239
"Dlgap1" 16992
"5031415H12Rik" 2481
"Gm20703" 385
"Tgif1" 5625
"Gm28727" 443
"Mir1195" 98
"Gm26510" 1807
"Gm9320" 473
"Gm26561" 1413
"Gm16519" 489
"Myl12b" 1711
"Myl12a" 3201
"Myom1" 5672
"Lpin2" 12233
"Emilin2" 3910
"Smchd1" 19319
"Gm37639" 2785
"Gm38220" 1447
"Gm4707" 1583
"Ndc80" 2201
"Gm23115" 108
"Mettl4-ps1" 2144
"Spdya" 2198
"Trmt61b" 2897
"Wdr43" 3450
"Snord92" 85
"Snord53" 78
"Gm22858" 76
"Togaram2" 5624
"Gm15641" 670
"BC027072" 5004
"Clip4" 4055
"Alk" 4866
"Gm24736" 130
"Gm26963" 941
"Ypel5" 2869
"Lbh" 3207
"Gm23649" 107
"Lclat1" 4689
"Gm9311" 1269
"Gm25406" 105
"Capn13" 2614
"Galnt14" 5348
"D630014O11Rik" 3019
"Ehd3" 3658
"Xdh" 4587
"Gm24475" 143
"Srd5a2" 854
"Memo1" 1513
"Dpy30" 974
"Spast" 6164
"Slc30a6" 2171
"Nlrc4" 3838
"Yipf4" 2133
"Birc6" 28830
"Gm26749" 1933
"Ttc27" 2820
"Ltbp1" 10480
"Gm6276" 579
"Rasgrp3" 4921
"Fam98a" 3479
"Gm24126" 106
"Gm26124" 108
"Gm16391" 447
"Gm17538" 327
"Gm5229" 354
"Crim1" 5995
"Gm25069" 86
"Fez2" 2020
"Gm10093" 1977
"Vit" 2720
"Gm22562" 111
"Strn" 8858
"Heatr5b" 6437
"Gpatch11" 4198
"Gm6548" 1165
"Eif2ak2" 5113
"n-R5s29" 119
"Gm26637" 2289
"Sult6b1" 2125
"Cebpzos" 1131
"Cebpz" 4074
"Ndufaf7" 2303
"Prkd3" 11017
"Gm26957" 977
"Qpct" 1924
"Cdc42ep3" 1967
"Gm17315" 2504
"Rmdn2" 4223
"Cyp1b1" 5128
"Gm37555" 542
"Atl2" 9844
"Hnrnpll" 11677
"Gm22215" 96
"Gm23125" 106
"Galm" 2476
"Gm25706" 247
"Srsf7" 2279
"Ttc39d" 2438
"Gemin6" 1428
"Dhx57" 5077
"Morn2" 656
"Arhgef33" 4680
"Gm10190" 324
"Sos1" 8919
"Cdkl4" 2931
"Map4k3" 4231
"Gm9959" 390
"C230072F16Rik" 1807
"Gm9386" 381
"Tmem178" 1696
"Thumpd2" 1856
"Slc8a1" 2934
"Gm11096" 45
"Rpl31-ps25" 379
"Gm27359" 110
"Gm22386" 129
"Gm23400" 102
"Gm6594" 288
"Gm29052" 1451
"Pkdcc" 2712
"Gm24240" 135
"Rpl21-ps7" 483
"Eml4" 5445
"Cox7a2l" 1147
"Kcng3" 3356
"Mta3" 5319
"Haao" 1222
"C430042M11Rik" 1617
"Gm23905" 109
"Gm37549" 4065
"Zfp36l2" 3530
"Thada" 7884
"Gm24492" 107
"Gm24722" 107
"Plekhh2" 6886
"Gm26066" 109
"Dync2li1" 1324
"Abcg5" 2712
"Abcg8" 3749
"Lrpprc" 8504
"1110020A21Rik" 853
"Ppm1b" 4971
"Slc3a1" 2307
"Prepl" 3830
"Camkmt" 972
"Rpl31-ps16" 376
"Gm27178" 340
"Six3os1" 11884
"Gm27435" 88
"Gm27801" 223
"Six3" 5446
"Gm27610" 74
"Gm27283" 323
"Gm27275" 272
"Gm27502" 199
"Gm27427" 193
"Gm28528" 857
"Six2" 2119
"Gm29418" 647
"Srbd1" 3530
"Prkce" 7261
"2010106C02Rik" 660
"Gm10309" 2005
"Gm22235" 110
"Epas1" 5309
"Gm29168" 687
"Tmem247" 759
"Atp6v1e2" 1005
"Rhoq" 4151
"Pigf" 988
"Cript" 1712
"Gm24648" 132
"Gm5499" 885
"Socs5" 4392
"Gm22346" 121
"Mcfd2" 2612
"4833418N02Rik" 2762
"Ttc7" 6315
"Gm15978" 738
"0610012D04Rik" 531
"Stpg4" 1208
"Calm2" 1467
"Gm26005" 134
"Gm28676" 591
"Epcam" 2040
"Msh2" 5518
"Kcnk12" 1936
"Rpl36-ps4" 354
"Msh6" 4254
"Fbxo11" 4144
"Gm4832" 482
"Gm26612" 1055
"Gm22542" 95
"Gm23947" 107
"Foxn2" 7357
"Ppp1r21" 4255
"Gm38109" 181
"Ston1" 4521
"Gtf2a1l" 1621
"Lhcgr" 2553
"Fshr" 2079
"Gm10184" 1939
"Nrxn1" 20733
"Gm24510" 94
"Gm10493" 612
"Gm19815" 335
"Gm20491" 1241
"4930480K15Rik" 2199
"AC151286.1" 145
"Gm10308" 742
"Gm27475" 61
"Gm6741" 1330
"Gm15404" 364
"Gm15403" 1227
"Gm24244" 130
"Gm44345" 135
"Gm27039" 962
"Adcyap1" 2088
"Gm25935" 107
"Gm22593" 109
"Mettl4" 2150
"2700099C18Rik" 2181
"Gm27038" 175
"Gm1976" 1912
"Gm23964" 107
"Gm26734" 1594
"Gm23102" 116
"Gm20939" 1572
"Vmn1r-ps151" 982
"Vmn1r-ps152" 699
"Vmn1r238" 921
"Crem" 5895
"Gm6225" 1700
"Cul2" 4138
"G430049J08Rik" 2686
"Bambi" 5040
"Gm23643" 64
"Gm24632" 323
"Lyzl1" 846
"Gm10557" 750
"Map3k8" 4504
"Gm26865" 3284
"Mtpap" 2651
"Jcad" 6730
"Gm10556" 3906
"Svil" 10701
"Gm26682" 1729
"Zfp438" 3209
"Gm10125" 7466
"Gm26575" 2232
"Gm2238" 3669
"Zeb1" 10266
"Gm16147" 373
"Gm22709" 111
"Arhgap12" 8016
"Kif5b" 7395
"Gm17036" 254
"Rpl27-ps3" 475
"Gm6291" 309
"Epc1" 4475
"Gm28529" 977
"Mir1893" 83
"4921524L21Rik" 1480
"Rab18" 2257
"Mkx" 3925
"Armc4" 3477
"Mpp7" 4975
"Fabp5l2" 408
"Gm24292" 107
"Wac" 5962
"Gm7502" 733
"Gm5819" 465
"Gm26119" 104
"Gm37148" 716
"Fzd8" 3346
"Gjd4" 2661
"Ccny" 4017
"Gm22765" 128
"Cetn1" 1247
"Colec12" 3322
"Gm17430" 474
"Gm7497" 1003
"Gm23350" 103
"Gm23637" 94
"Gm5501" 832
"Thoc1" 3855
"Usp14" 5974
"Rock1" 6187
"Gm2531" 512
"Gm26244" 164
"Greb1l" 10927
"Gm44409" 166
"Nutf2-ps2" 384
"Gm24894" 118
"Esco1" 4572
"Snrpd1" 837
"Abhd3" 1962
"4930563E18Rik" 1553
"Mib1" 10369
"Gm25116" 122
"Mir133a-1hg" 395
"Mir133a-1" 68
"Mir1b" 122
"Mir1a-2" 72
"1010001N08Rik" 2060
"Gata6" 3194
"Rbbp8" 3867
"Gm6277" 4421
"Cables1" 3839
"Mir1901" 78
"Tmem241" 4514
"Riok3" 3661
"Gm25289" 119
"3110002H16Rik" 5768
"Npc1" 10725
"Gm15956" 502
"Ankrd29" 3295
"Gm16072" 2377
"Lama3" 10745
"Gm29201" 431
"Gm29199" 775
"Gm29200" 1085
"Gm22340" 114
"Ttc39c" 5197
"Mir1948" 85
"Cabyr" 2160
"Gm7599" 796
"Osbpl1a" 7392
"Gm5687" 640
"Gm26407" 307
"Impact" 3432
"Hrh4" 1537
"Gm22251" 107
"Zfp521" 6152
"Gm5160" 444
"Gm6457" 815
"Ss18" 4523
"Gm24924" 164
"Psma8" 1693
"Taf4b" 5149
"Kctd1" 3587
"Gm6304" 447
"Aqp4" 5082
"Chst9" 1934
"Gm10036" 537
"Gm24228" 129
"Gm4835" 972
"Gm22389" 301
"Gm24385" 350
"Gm7665" 297
"Cdh2" 8066
"Gm15485" 258
"Gm15328" 4421
"Gm7670" 641
"1700001G01Rik" 2249
"Gm22470" 130
"Gm24015" 232
"Gm26235" 101
"Gm25392" 297
"Gm24238" 98
"Dsc3" 5403
"Dsc2" 5277
"Dsc1" 5045
"Dsg1c" 4088
"Dsg1a" 5686
"Dsg1b" 3965
"Dsg4" 3478
"Dsg3" 4108
"Dsg2" 8268
"Gm16090" 1704
"Ttr" 1219
"Gm10269" 372
"B4galt6" 5808
"Trappc8" 12045
"Gm24959" 146
"Rnf125" 1334
"Rnf138" 3110
"Mep1b" 2286
"Gm6378" 444
"Garem1" 4923
"Gm24372" 110
"Gm22886" 107
"Klhl14" 4425
"4930426D05Rik" 3001
"Ccdc178" 3465
"Asxl3" 15533
"Nol4" 5692
"Gm22495" 126
"Dtna" 16930
"AC163102.1" 1818
"Gm15972" 418
"Mapre2" 10202
"Mir6360" 126
"Gm23207" 102
"Zfp397" 8262
"Zscan30" 1522
"Zfp35" 3040
"Zfp24" 6271
"Ino80c" 2828
"Galnt1" 5519
"Gm7701" 1479
"Mir187" 61
"2700062C07Rik" 1040
"Rprd1a" 4297
"Gm23606" 121
"Slc39a6" 4073
"Elp2" 2789
"Mocos" 2884
"n-R5s23" 115
"Gm9955" 309
"Fhod3" 5408
"Gm24294" 277
"Tpgs2" 6840
"AW554918" 7014
"Gm16558" 532
"Celf4" 8583
"AC144938.1" 2167
"Gm25845" 310
"AC121094.1" 1345
"Gm7847" 777
"Gm23674" 131
"Gm26106" 228
"Gm7729" 801
"Gm24246" 132
"Pik3c3" 4466
"Rpl29-ps5" 477
"Gm22870" 112
"Gm7936" 375
"Rit2" 4496
"Gm23283" 110
"Syt4" 3901
"Gm26658" 2500
"Gm25396" 133
"Slc25a46" 4371
"B930094E09Rik" 1240
"Sap130" 4050
"Ammecr1l" 4769
"Gm26533" 1790
"Polr2d" 956
"Wdr33" 6413
"Gm6665" 258
"Gm26823" 2361
"Sft2d3" 2810
"Lims2" 2623
"Gpr17" 5195
"Myo7b" 6621
"Gm16344" 1567
"Gm16345" 158
"Iws1" 11083
"Proc" 1566
"Gm26717" 1418
"Map3k2" 10791
"Ercc3" 2835
"Gm22325" 308
"A830052D11Rik" 1130
"Bin1" 2451
"Gm35060" 975
"Gm44577" 1284
"Gm20136" 891
"Gypc" 2331
"Gm25826" 137
"4930455D15Rik" 1616
"Tslp" 1133
"Gm26378" 107
"Wdr36" 3281
"Mir6361" 101
"2310026I22Rik" 1300
"Camk4" 12331
"Gm22814" 104
"Stard4" 5586
"Nrep" 2513
"Gm10549" 450
"Epb41l4aos" 430
"Gm23639" 132
"Epb41l4a" 3853
"Gm22788" 61
"Gm24432" 126
"Gm23411" 62
"Gm10548" 2629
"Apc" 15753
"Srp19" 3630
"Reep5" 2894
"Pkd2l2" 2666
"Fam13b" 3343
"n-R5s24" 117
"Wnt8a" 1746
"Nme5" 1154
"4933408B17Rik" 2434
"Brd8" 10633
"Kif20a" 3796
"Cdc23" 9500
"n-R5s25" 119
"Gfra3" 1992
"Cdc25c" 1941
"Gm3550" 1656
"2010110K18Rik" 2854
"Fam53c" 4517
"Kdm3b" 14095
"Gm26538" 3498
"Reep2" 1926
"Egr1" 4484
"Etf1" 3709
"Hspa9" 3932
"Gm22200" 67
"Gm26109" 70
"Ctnna1" 3698
"Lrrtm2" 5665
"Sil1" 1695
"Gm5239" 369
"Snhg4" 4666
"Gm28285" 1264
"Mir1949" 145
"Snora74a" 196
"AC121821.1" 111
"Matr3" 9869
"Gm36989" 2160
"Paip2" 2789
"Slc23a1" 3238
"Mzb1" 905
"Prob1" 4888
"Spata24" 967
"Dnajc18" 5169
"1700066B19Rik" 2837
"Ecscr" 1680
"Tmem173" 2302
"Gm16490" 351
"Ube2d2a" 2483
"Cxxc5" 2271
"Gm29417" 571
"Gm23882" 84
"Psd2" 4785
"Nrg2" 3081
"Pura" 3145
"Gm45884" 3416
"Igip" 1417
"Cystm1" 2840
"Pfdn1" 1077
"Hbegf" 2373
"Slc4a9" 2930
"Ankhd1" 9845
"Gm6542" 772
"Eif4ebp3" 744
"Sra1" 4684
"Slc35a4" 3275
"E230025N22Rik" 2016
"Cd14" 1572
"Tmco6" 1817
"Ndufa2" 572
"Ik" 1996
"Wdr55" 1498
"Dnd1" 2412
"Hars" 1987
"Hars2" 4279
"Zmat2" 2257
"Vaultrc5" 143
"Gm23424" 110
"Gm6756" 1620
"Pcdha1" 5353
"Gm37751" 1198
"Pcdha2" 5361
"Pcdha3" 5332
"Pcdha4" 5768
"Gm38225" 393
"Gm42416" 2856
"Pcdha5" 5206
"Gm37753" 439
"Pcdha6" 5367
"Gm37013" 313
"Pcdha7" 5337
"Gm37388" 429
"Gm36858" 2391
"Pcdha8" 5338
"Pcdha9" 5341
"Pcdha11" 10034
"Gm10545" 4969
"Gm18150" 645
"Pcdha12" 5335
"Gm19035" 2464
"Pcdhac1" 5419
"Pcdhac2" 5888
"Gm10544" 5051
"Gm38097" 439
"Pcdhb1" 2588
"Pcdhb2" 2813
"Pcdhb3" 3787
"Gm18529" 1257
"Pcdhb4" 3718
"Pcdhb5" 3535
"Pcdhb6" 3754
"Pcdhb7" 3501
"Pcdhb8" 3484
"Pcdhb9" 3055
"Pcdhb10" 2851
"Pcdhb11" 4419
"Gm37446" 4136
"Gm20162" 871
"Pcdhb12" 3034
"Pcdhb13" 3710
"Pcdhb14" 8695
"Pcdhb15" 2801
"Pcdhb16" 5225
"Pcdhb17" 4660
"Pcdhb18" 5041
"Pcdhb19" 7138
"Pcdhb20" 3559
"Pcdhb21" 4705
"Pcdhb22" 6609
"4930517L18Rik" 482
"Slc25a2" 1369
"Taf7" 3302
"Gm8242" 1740
"3222401L13Rik" 6292
"Pcdhga1" 5366
"Gm37118" 406
"Pcdhga2" 4689
"Pcdhga3" 4720
"Pcdhgb1" 5776
"Pcdhga4" 4727
"Pcdhgb2" 4882
"Pcdhga5" 4664
"Gm24401" 91
"Pcdhga6" 4733
"Gm37165" 1463
"Pcdhga7" 5217
"Pcdhgb4" 5812
"Pcdhga8" 4730
"Pcdhgb5" 6733
"Pcdhga9" 5586
"Pcdhgb6" 4684
"Gm26672" 6918
"Pcdhga10" 4732
"Pcdhgb7" 4713
"Pcdhga11" 4756
"Pcdhgb8" 4615
"Pcdhga12" 6664
"BC037039" 2205
"Pcdhgc3" 5499
"Pcdhgc4" 5596
"Pcdhgc5" 7627
"Gm38182" 1530
"Gm29994" 1193
"Diaph1" 6339
"Mir6979" 56
"Hdac3" 4026
"Rell2" 3340
"Fchsd1" 5473
"Arap3" 5224
"Mir6981" 115
"Mir6980" 59
"Pcdh1" 8797
"2010320O07Rik" 525
"1700086O06Rik" 1931
"Gm10268" 555
"0610009O20Rik" 2404
"Pcdh12" 6055
"Rnf14" 3515
"Gm23205" 103
"Gnpda1" 2392
"Gm24690" 97
"Ndfip1" 930
"Spry4" 4587
"Gm27369" 71
"Gm27804" 119
"Arhgap26" 17331
"Gm19774" 114
"Gm15335" 411
"Gm8302" 852
"Fgf1" 4648
"Gm15334" 325
"Gm15336" 1571
"Gm15333" 364
"Gm15337" 3888
"Nr3c1" 7425
"Pabpc2" 2586
"Yipf5" 2329
"2900055J20Rik" 723
"Kctd16" 1349
"Rps19-ps13" 441
"Gm22515" 305
"Gm22483" 274
"Gm44476" 91
"Prelid2" 724
"Grxcr2" 1120
"Sh3rf2" 5307
"Gm5689" 294
"Plac8l1" 763
"Lars" 3856
"Rps19-ps4" 438
"Rbm27" 6431
"Gm22697" 63
"Pou4f3" 2360
"Gm16415" 489
"Tcerg1" 4246
"Gm27457" 156
"Gpr151" 1633
"Ppp2r2b" 3985
"4933407I08Rik" 1294
"Gm22264" 107
"Gm8181" 669
"Stk32a" 3765
"Dpysl3" 6265
"Gm3650" 747
"Eif3j2" 2379
"Gm27325" 74
"Jakmip2" 3511
"Spink1" 422
"Gm23894" 313
"Scgb3a2" 880
"Gm94" 748
"Spink5" 4785
"Spink14" 569
"Spink6" 587
"Spink12" 1007
"Gm37797" 815
"Gm10267" 353
"Spinkl" 593
"Spink11" 2484
"Gm10542" 273
"Npy6r" 2567
"Myot" 2209
"Dcp2" 8702
"Mcc" 14577
"A930012L18Rik" 2477
"Gm43425" 3291
"Ythdc2" 8878
"Gm26928" 572
"Kcnn2" 7321
"Gm10540" 276
"A330093E20Rik" 2366
"Gm26262" 127
"Gm38337" 599
"Trim36" 4849
"1700018A14Rik" 711
"Pggt1b" 2736
"Ccdc112" 2801
"Gm24617" 121
"Mospd4" 576
"Gm24076" 94
"Fem1c" 5726
"Ticam2" 3928
"Tmed7" 8839
"Eif1a" 2879
"Cdo1" 1530
"Atg12" 2492
"Ap3s1" 2011
"Lvrn" 3219
"Gm23610" 107
"Arl14epl" 2169
"Commd10" 1561
"Gm22791" 145
"Gm25036" 50
"Sema6a" 8778
"Eno1b" 1757
"Gm5839" 1007
"1700044K03Rik" 377
"Gm25440" 154
"Dtwd2" 3520
"Gm16283" 522
"1700065O20Rik" 710
"Dmxl1" 21923
"Tnfaip8" 10328
"C030005K06Rik" 2694
"Hsd17b4" 3404
"Cd63-ps" 875
"Gm8529" 745
"Fam170a" 1342
"Pudp" 1044
"Prr16" 2224
"Gm25739" 107
"Gm25785" 125
"Gm4950" 618
"Gm22259" 107
"Ftmt" 1451
"Srfbp1" 1463
"Gm27026" 892
"Lox" 4810
"Zfp474" 2385
"1700034E13Rik" 490
"Gykl1" 1990
"Sncaip" 4522
"Snx2" 2013
"Snx24" 1880
"Ppic" 1286
"Prdm6" 2895
"Cep120" 4553
"Csnk1g3" 4394
"Gm5507" 1008
"Redrum" 1774
"Zfp608" 6112
"Gm26742" 3340
"Gm4221" 3361
"Gm24183" 93
"Gm34073" 212
"Gm22597" 80
"Gm37828" 432
"Gm37337" 993
"Gm24514" 285
"Gm26959" 978
"Gm8614" 978
"Gm23335" 90
"Gm6944" 1006
"Gm22484" 306
"Gm23555" 135
"Gm25476" 185
"Gramd3" 2605
"Aldh7a1" 5181
"Mir1258" 60
"Phax" 2223
"Tex43" 919
"Lmnb1" 2962
"March3" 6006
"Gm15345" 663
"C330018D20Rik" 3233
"Megf10" 7718
"Prrc1" 4801
"4930511M06Rik" 4161
"Ctxn3" 1605
"1700066O22Rik" 2146
"1700011I03Rik" 1352
"Gm26038" 106
"Gm44491" 96
"Slc12a2" 6520
"Fbn2" 10480
"Gm26507" 1410
"Gm25660" 104
"Slc27a6" 2485
"Gm23270" 131
"Isoc1" 2563
"Adamts19" 4666
"A730017C20Rik" 5347
"Chsy3" 2931
"Mir6355" 106
"Gm26028" 294
"Gm23576" 110
"Gm4951" 2645
"Gm5970" 1216
"Gm4841" 2838
"F830016B08Rik" 3297
"Iigp1" 3121
"Gm6960" 639
"BC023105" 1227
"Smim3" 1984
"Dctn4" 11591
"Rbm22" 5338
"Myoz3" 870
"Synpo" 9533
"Ndst1" 6070
"Rps14" 1384
"Gm8731" 412
"Cd74" 1410
"Mir5107" 88
"Tcof1" 5266
"Arsi" 2975
"Camk2a" 7465
"Mir7220" 60
"Mir6982" 68
"Slc6a7" 3342
"Cdx1" 1750
"Pdgfrb" 5478
"Csf1r" 4885
"Mir6983" 64
"Hmgxb3" 5101
"Gm26403" 105
"Slc26a2" 12370
"Pde6a" 4521
"Rps2-ps10" 965
"Ppargc1b" 3990
"Gm25301" 113
"Mir378a" 66
"Gm25834" 101
"Arhgef37" 3234
"Csnk1a1" 10502
"Bvht" 699
"Mir145a" 70
"Mir143" 63
"Carmn" 2304
"Il17b" 692
"Gm38165" 486
"Pcyox1l" 2645
"Grpel2" 4030
"1500015A07Rik" 2296
"Afap1l1" 3680
"Ablim3" 4560
"Gm37774" 245
"Sh3tc2" 4536
"Adrb2" 2143
"Gm9949" 962
"Htr4" 4657
"Fbxo38" 4388
"Spink10" 1569
"Gm36368" 461
"Spink7" 258
"Spink13" 796
"Gm17732" 821
"2700046A07Rik" 2469
"Apcdd1" 2799
"Napg" 5139
"Piezo2" 14566
"Gm26972" 344
"Gm23581" 63
"Gm22560" 120
"Gm22210" 144
"Gm24848" 107
"Txnl1" 2558
"Wdr7" 7109
"Gm24384" 75
"St8sia3os" 1715
"St8sia3" 6665
"Onecut2" 13391
"Amd-ps3" 1496
"Fech" 2901
"Nars" 2632
"Atp8b1" 6440
"Gm23016" 62
"Gm24504" 100
"AC131709.1" 1180
"Nedd4l" 14382
"Mir122" 66
"Alpk2" 7782
"Gm22567" 342
"Malt1" 11735
"Zfp532" 11192
"Gm37643" 1260
"Oacyl" 3591
"Sec11c" 3084
"Grp" 1059
"Gm25150" 60
"Rax" 1669
"Raxos1" 2547
"Cplx4" 1751
"Lman1" 6411
"Ccbe1" 9511
"Mir694" 70
"Gm15958" 2396
"Pmaip1" 2646
"Gm24679" 111
"Gm22219" 319
"Mc4r" 2758
"Gnal" 5761
"Gm23512" 107
"Chmp1b" 4350
"Mppe1" 2007
"Impa2" 1661
"B430212C06Rik" 3720
"Cidea" 1164
"Tubb6" 1757
"Afg3l2" 3085
"Gm24900" 134
"Prelid3a" 2167
"Spire1" 7766
"Gm17669" 465
"Cep76" 3979
"Psmg2" 1059
"Ptpn2" 3125
"Gm26910" 698
"Seh1l" 3516
"Cep192" 12484
"Ldlrad4" 2493
"Fam210a" 9813
"Mir7219" 54
"Rnmt" 7339
"Mc5r" 1162
"Mc2r" 1562
"Mir6356" 102
"4930546C10Rik" 363
"Mir145b" 75
"Gm23536" 134
"Gm31294" 138
"Gm4842" 835
"Tcf4" 27382
"Gm24845" 109
"Gm22508" 110
"Ccdc68" 2440
"1700061H18Rik" 1081
"4930448D08Rik" 1247
"Rab27b" 10679
"Dynap" 1227
"Gm45879" 392
"4930503L19Rik" 3611
"Stard6" 1907
"Poli" 3863
"Mir6357" 104
"Mbd2" 3214
"Dcc" 8067
"Gm25509" 106
"n-R5-8s1" 148
"Mex3c" 3738
"Gm26438" 107
"Gm22065" 110
"Smad4" 3712
"Elac1" 4971
"Me2" 2455
"Mro" 4431
"Mapk4" 5400
"D730045A05Rik" 1269
"Gm9925" 483
"Ska1" 2669
"Cxxc1" 2618
"Mbd1" 6616
"Cfap53" 2600
"Gm14328" 408
"Myo5b" 9766
"1700120E14Rik" 863
"Scarna17" 79
"Gm23119" 140
"Acaa2" 1515
"Gm24559" 121
"Gm25594" 82
"Lipg" 3787
"Rpl17" 775
"Snord58b" 66
"Gm23301" 65
"Gm26202" 65
"BC031181" 1047
"Dym" 2471
"Gm27781" 92
"Gm8807" 492
"2010010A06Rik" 1223
"Gm20544" 690
"Smad7" 4521
"Ctif" 6173
"Gm10532" 2301
"1700034B16Rik" 722
"Zbtb7c" 4729
"Mir6358" 101
"Smad2" 3549
"Skor2" 3141
"Ier3ip1" 1894
"Hdhd2" 4822
"Katnal2" 4061
"Pias2" 5433
