Geneid	E4-1	E4-2	LN-D4-1	LN-D4-2	LN-F6-1	LN-F6-2	LN-N4-1	LN-N4-2	LN-N4-3	N1	N2	N3	T-D4-1	T-D4-2	T-D4-3	T-F6-2	T-F6-3	T-N4-1	T-N4-2
Gm29653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29280	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm20799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gapdh-ps15	1	0	1	1	0	1	1	2	0	0	1	1	2	1	0	4	2	5	0
Gm28776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37032	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28618	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm28619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm28428	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm20827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
